#         t          x          y          z         vx         vy         vz
      4.383    148.681    -93.328     19.379   -125.904    -17.123    -77.715
      4.384    148.555    -93.345     19.302   -126.039    -17.031    -77.728
      4.385    148.429    -93.362     19.224   -126.174    -16.938    -77.741
      4.386    148.303    -93.379     19.146   -126.309    -16.846    -77.753
      4.387    148.176    -93.396     19.068   -126.443    -16.753    -77.766
      4.388    148.050    -93.413     18.991   -126.579    -16.660    -77.779
      4.389    147.923    -93.429     18.913   -126.714    -16.566    -77.792
      4.390    147.796    -93.446     18.835   -126.849    -16.473    -77.805
      4.391    147.670    -93.462     18.757   -126.984    -16.380    -77.817
      4.392    147.542    -93.479     18.679   -127.119    -16.286    -77.830
      4.393    147.415    -93.495     18.602   -127.255    -16.192    -77.842
      4.394    147.288    -93.511     18.524   -127.390    -16.098    -77.855
      4.395    147.161    -93.527     18.446   -127.526    -16.004    -77.867
      4.396    147.033    -93.543     18.368   -127.662    -15.910    -77.880
      4.397    146.905    -93.559     18.290   -127.798    -15.815    -77.892
      4.398    146.777    -93.575     18.212   -127.933    -15.721    -77.904
      4.399    146.649    -93.590     18.134   -128.069    -15.626    -77.917
      4.400    146.521    -93.606     18.056   -128.205    -15.531    -77.929
      4.401    146.393    -93.621     17.978   -128.342    -15.436    -77.941
      4.402    146.265    -93.637     17.901   -128.478    -15.341    -77.953
      4.403    146.136    -93.652     17.823   -128.614    -15.246    -77.965
      4.404    146.007    -93.667     17.745   -128.751    -15.150    -77.977
      4.405    145.878    -93.682     17.667   -128.887    -15.055    -77.989
      4.406    145.750    -93.697     17.589   -129.024    -14.959    -78.001
      4.407    145.620    -93.712     17.511   -129.160    -14.863    -78.013
      4.408    145.491    -93.727     17.433   -129.297    -14.767    -78.025
      4.409    145.362    -93.742     17.355   -129.434    -14.671    -78.036
      4.410    145.232    -93.756     17.277   -129.571    -14.574    -78.048
      4.411    145.103    -93.771     17.198   -129.708    -14.478    -78.060
      4.412    144.973    -93.785     17.120   -129.845    -14.381    -78.071
      4.413    144.843    -93.800     17.042   -129.982    -14.284    -78.083
      4.414    144.713    -93.814     16.964   -130.120    -14.187    -78.094
      4.415    144.583    -93.828     16.886   -130.257    -14.090    -78.106
      4.416    144.452    -93.842     16.808   -130.394    -13.992    -78.117
      4.417    144.322    -93.856     16.730   -130.532    -13.895    -78.128
      4.418    144.191    -93.870     16.652   -130.670    -13.797    -78.140
      4.419    144.061    -93.884     16.574   -130.807    -13.699    -78.151
      4.420    143.930    -93.897     16.495   -130.945    -13.601    -78.162
      4.421    143.799    -93.911     16.417   -131.083    -13.503    -78.173
      4.422    143.668    -93.924     16.339   -131.221    -13.405    -78.184
      4.423    143.536    -93.938     16.261   -131.359    -13.306    -78.195
      4.424    143.405    -93.951     16.183   -131.498    -13.208    -78.206
      4.425    143.273    -93.964     16.105   -131.636    -13.109    -78.217
      4.426    143.142    -93.977     16.026   -131.774    -13.010    -78.228
      4.427    143.010    -93.990     15.948   -131.913    -12.911    -78.239
      4.428    142.878    -94.003     15.870   -132.051    -12.811    -78.249
      4.429    142.746    -94.016     15.792   -132.190    -12.712    -78.260
      4.430    142.613    -94.028     15.713   -132.329    -12.612    -78.271
      4.431    142.481    -94.041     15.635   -132.467    -12.512    -78.281
      4.432    142.348    -94.053     15.557   -132.606    -12.412    -78.292
      4.433    142.216    -94.066     15.478   -132.745    -12.312    -78.302
      4.434    142.083    -94.078     15.400   -132.885    -12.212    -78.312
      4.435    141.950    -94.090     15.322   -133.024    -12.111    -78.323
      4.436    141.817    -94.102     15.243   -133.163    -12.011    -78.333
      4.437    141.684    -94.114     15.165   -133.302    -11.910    -78.343
      4.438    141.550    -94.126     15.087   -133.442    -11.809    -78.353
      4.439    141.417    -94.138     15.008   -133.582    -11.708    -78.363
      4.440    141.283    -94.150     14.930   -133.721    -11.606    -78.373
      4.441    141.149    -94.161     14.852   -133.861    -11.505    -78.383
      4.442    141.015    -94.173     14.773   -134.001    -11.403    -78.393
      4.443    140.881    -94.184     14.695   -134.141    -11.301    -78.403
      4.444    140.747    -94.195     14.616   -134.281    -11.199    -78.413
      4.445    140.613    -94.206     14.538   -134.421    -11.097    -78.423
      4.446    140.478    -94.217     14.460   -134.561    -10.995    -78.432
      4.447    140.344    -94.228     14.381   -134.702    -10.892    -78.442
      4.448    140.209    -94.239     14.303   -134.842    -10.789    -78.452
      4.449    140.074    -94.250     14.224   -134.982    -10.687    -78.461
      4.450    139.939    -94.260     14.146   -135.123    -10.584    -78.470
      4.451    139.804    -94.271     14.067   -135.264    -10.480    -78.480
      4.452    139.668    -94.281     13.989   -135.405    -10.377    -78.489
      4.453    139.533    -94.292     13.910   -135.545    -10.273    -78.498
      4.454    139.397    -94.302     13.832   -135.686    -10.170    -78.508
      4.455    139.262    -94.312     13.753   -135.828    -10.066    -78.517
      4.456    139.126    -94.322     13.675   -135.969     -9.961    -78.526
      4.457    138.990    -94.332     13.596   -136.110     -9.857    -78.535
      4.458    138.853    -94.342     13.518   -136.251     -9.753    -78.544
      4.459    138.717    -94.352     13.439   -136.393     -9.648    -78.553
      4.460    138.581    -94.361     13.361   -136.534     -9.543    -78.561
      4.461    138.444    -94.371     13.282   -136.676     -9.438    -78.570
      4.462    138.307    -94.380     13.204   -136.818     -9.333    -78.579
      4.463    138.170    -94.389     13.125   -136.960     -9.228    -78.588
      4.464    138.033    -94.398     13.046   -137.102     -9.122    -78.596
      4.465    137.896    -94.408     12.968   -137.244     -9.016    -78.605
      4.466    137.759    -94.416     12.889   -137.386     -8.910    -78.613
      4.467    137.621    -94.425     12.811   -137.528     -8.804    -78.621
      4.468    137.484    -94.434     12.732   -137.670     -8.698    -78.630
      4.469    137.346    -94.443     12.653   -137.813     -8.592    -78.638
      4.470    137.208    -94.451     12.575   -137.955     -8.485    -78.646
      4.471    137.070    -94.460     12.496   -138.098     -8.378    -78.654
      4.472    136.932    -94.468     12.417   -138.241     -8.271    -78.662
      4.473    136.794    -94.476     12.339   -138.383     -8.164    -78.670
      4.474    136.655    -94.484     12.260   -138.526     -8.056    -78.678
      4.475    136.517    -94.492     12.181   -138.669     -7.949    -78.686
      4.476    136.378    -94.500     12.103   -138.813     -7.841    -78.694
      4.477    136.239    -94.508     12.024   -138.956     -7.733    -78.702
      4.478    136.100    -94.516     11.945   -139.099     -7.625    -78.709
      4.479    135.961    -94.523     11.866   -139.242     -7.517    -78.717
      4.480    135.822    -94.531     11.788   -139.386     -7.408    -78.724
      4.481    135.682    -94.538     11.709   -139.530     -7.299    -78.732
      4.482    135.542    -94.545     11.630   -139.673     -7.191    -78.739
      4.483    135.403    -94.552     11.552   -139.817     -7.081    -78.747
      4.484    135.263    -94.560     11.473   -139.961     -6.972    -78.754
      4.485    135.123    -94.566     11.394   -140.105     -6.863    -78.761
      4.486    134.983    -94.573     11.315   -140.249     -6.753    -78.768
      4.487    134.842    -94.580     11.237   -140.393     -6.643    -78.775
      4.488    134.702    -94.587     11.158   -140.538     -6.533    -78.782
      4.489    134.561    -94.593     11.079   -140.682     -6.423    -78.789
      4.490    134.420    -94.599     11.000   -140.827     -6.312    -78.796
      4.491    134.280    -94.606     10.921   -140.971     -6.202    -78.803
      4.492    134.139    -94.612     10.843   -141.116     -6.091    -78.809
      4.493    133.997    -94.618     10.764   -141.261     -5.980    -78.816
      4.494    133.856    -94.624     10.685   -141.406     -5.869    -78.823
      4.495    133.715    -94.630     10.606   -141.551     -5.757    -78.829
      4.496    133.573    -94.635     10.527   -141.696     -5.646    -78.836
      4.497    133.431    -94.641     10.448   -141.841     -5.534    -78.842
      4.498    133.289    -94.646     10.370   -141.986     -5.422    -78.848
      4.499    133.147    -94.652     10.291   -142.132     -5.310    -78.854
      4.500    133.005    -94.657     10.212   -142.277     -5.197    -78.861
      4.501    132.863    -94.662     10.133   -142.423     -5.085    -78.867
      4.502    132.720    -94.667     10.054   -142.569     -4.972    -78.873
      4.503    132.577    -94.672      9.975   -142.714     -4.859    -78.879
      4.504    132.435    -94.677      9.896   -142.860     -4.746    -78.884
      4.505    132.292    -94.682      9.817   -143.006     -4.632    -78.890
      4.506    132.149    -94.686      9.739   -143.152     -4.518    -78.896
      4.507    132.005    -94.691      9.660   -143.299     -4.405    -78.901
      4.508    131.862    -94.695      9.581   -143.445     -4.291    -78.907
      4.509    131.719    -94.699      9.502   -143.591     -4.176    -78.912
      4.510    131.575    -94.703      9.423   -143.738     -4.062    -78.918
      4.511    131.431    -94.707      9.344   -143.885     -3.947    -78.923
      4.512    131.287    -94.711      9.265   -144.031     -3.832    -78.928
      4.513    131.143    -94.715      9.186   -144.178     -3.717    -78.934
      4.514    130.999    -94.719      9.107   -144.325     -3.602    -78.939
      4.515    130.854    -94.722      9.028   -144.472     -3.487    -78.944
      4.516    130.710    -94.726      8.949   -144.619     -3.371    -78.949
      4.517    130.565    -94.729      8.870   -144.767     -3.255    -78.954
      4.518    130.420    -94.732      8.791   -144.914     -3.139    -78.958
      4.519    130.275    -94.735      8.713   -145.062     -3.023    -78.963
      4.520    130.130    -94.738      8.634   -145.209     -2.906    -78.968
      4.521    129.985    -94.741      8.555   -145.357     -2.789    -78.972
      4.522    129.839    -94.744      8.476   -145.505     -2.672    -78.977
      4.523    129.694    -94.746      8.397   -145.653     -2.555    -78.981
      4.524    129.548    -94.749      8.318   -145.801     -2.438    -78.985
      4.525    129.402    -94.751      8.239   -145.949     -2.320    -78.990
      4.526    129.256    -94.753      8.160   -146.097     -2.203    -78.994
      4.527    129.110    -94.756      8.081   -146.245     -2.085    -78.998
      4.528    128.964    -94.758      8.002   -146.394     -1.966    -79.002
      4.529    128.817    -94.760      7.923   -146.542     -1.848    -79.006
      4.530    128.671    -94.761      7.844   -146.691     -1.729    -79.010
      4.531    128.524    -94.763      7.765   -146.839     -1.610    -79.013
      4.532    128.377    -94.765      7.686   -146.988     -1.491    -79.017
      4.533    128.230    -94.766      7.607   -147.137     -1.372    -79.021
      4.534    128.083    -94.767      7.528   -147.286     -1.252    -79.024
      4.535    127.935    -94.768      7.449   -147.435     -1.133    -79.028
      4.536    127.788    -94.770      7.370   -147.585     -1.013    -79.031
      4.537    127.640    -94.770      7.290   -147.734     -0.892    -79.034
      4.538    127.492    -94.771      7.211   -147.884     -0.772    -79.037
      4.539    127.344    -94.772      7.132   -148.033     -0.651    -79.040
      4.540    127.196    -94.773      7.053   -148.183     -0.530    -79.043
      4.541    127.048    -94.773      6.974   -148.333     -0.409    -79.046
      4.542    126.900    -94.773      6.895   -148.483     -0.288    -79.049
      4.543    126.751    -94.774      6.816   -148.633     -0.167    -79.052
      4.544    126.602    -94.774      6.737   -148.783     -0.045    -79.055
      4.545    126.454    -94.774      6.658   -148.933      0.077    -79.057
      4.546    126.305    -94.774      6.579   -149.083      0.199    -79.060
      4.547    126.155    -94.773      6.500   -149.234      0.322    -79.062
      4.548    126.006    -94.773      6.421   -149.384      0.445    -79.064
      4.549    125.857    -94.772      6.342   -149.535      0.568    -79.067
      4.550    125.707    -94.772      6.263   -149.686      0.691    -79.069
      4.551    125.557    -94.771      6.184   -149.837      0.814    -79.071
      4.552    125.407    -94.770      6.105   -149.988      0.938    -79.073
      4.553    125.257    -94.769      6.026   -150.139      1.061    -79.075
      4.554    125.107    -94.768      5.947   -150.290      1.186    -79.077
      4.555    124.957    -94.767      5.867   -150.441      1.310    -79.078
      4.556    124.806    -94.765      5.788   -150.593      1.434    -79.080
      4.557    124.655    -94.764      5.709   -150.744      1.559    -79.081
      4.558    124.505    -94.762      5.630   -150.896      1.684    -79.083
      4.559    124.354    -94.761      5.551   -151.048      1.809    -79.084
      4.560    124.203    -94.759      5.472   -151.200      1.935    -79.085
      4.561    124.051    -94.757      5.393   -151.352      2.061    -79.087
      4.562    123.900    -94.755      5.314   -151.504      2.186    -79.088
      4.563    123.748    -94.752      5.235   -151.656      2.313    -79.089
      4.564    123.597    -94.750      5.156   -151.808      2.439    -79.090
      4.565    123.445    -94.747      5.077   -151.961      2.566    -79.090
      4.566    123.293    -94.745      4.998   -152.113      2.693    -79.091
      4.567    123.140    -94.742      4.918   -152.266      2.820    -79.092
      4.568    122.988    -94.739      4.839   -152.419      2.947    -79.092
      4.569    122.836    -94.736      4.760   -152.572      3.075    -79.093
      4.570    122.683    -94.733      4.681   -152.725      3.203    -79.093
      4.571    122.530    -94.730      4.602   -152.878      3.331    -79.093
      4.572    122.377    -94.726      4.523   -153.031      3.459    -79.093
      4.573    122.224    -94.723      4.444   -153.184      3.588    -79.093
      4.574    122.071    -94.719      4.365   -153.338      3.717    -79.093
      4.575    121.917    -94.715      4.286   -153.491      3.846    -79.093
      4.576    121.764    -94.712      4.207   -153.645      3.975    -79.093
      4.577    121.610    -94.707      4.127   -153.799      4.105    -79.092
      4.578    121.456    -94.703      4.048   -153.953      4.235    -79.092
      4.579    121.302    -94.699      3.969   -154.107      4.365    -79.091
      4.580    121.148    -94.695      3.890   -154.261      4.495    -79.091
      4.581    120.994    -94.690      3.811   -154.415      4.626    -79.090
      4.582    120.839    -94.685      3.732   -154.569      4.756    -79.089
      4.583    120.685    -94.681      3.653   -154.724      4.888    -79.088
      4.584    120.530    -94.676      3.574   -154.878      5.019    -79.087
      4.585    120.375    -94.670      3.495   -155.033      5.150    -79.086
      4.586    120.220    -94.665      3.416   -155.188      5.282    -79.085
      4.587    120.064    -94.660      3.337   -155.343      5.414    -79.083
      4.588    119.909    -94.654      3.258   -155.498      5.547    -79.082
      4.589    119.753    -94.649      3.178   -155.653      5.679    -79.080
      4.590    119.598    -94.643      3.099   -155.808      5.812    -79.079
      4.591    119.442    -94.637      3.020   -155.963      5.946    -79.077
      4.592    119.286    -94.631      2.941   -156.119      6.079    -79.075
      4.593    119.130    -94.625      2.862   -156.274      6.213    -79.073
      4.594    118.973    -94.619      2.783   -156.430      6.347    -79.071
      4.595    118.817    -94.612      2.704   -156.586      6.481    -79.069
      4.596    118.660    -94.606      2.625   -156.742      6.615    -79.066
      4.597    118.503    -94.599      2.546   -156.898      6.750    -79.064
      4.598    118.346    -94.592      2.467   -157.054      6.885    -79.061
      4.599    118.189    -94.585      2.388   -157.210      7.020    -79.059
      4.600    118.032    -94.578      2.309   -157.367      7.156    -79.056
      4.601    117.874    -94.571      2.230   -157.523      7.291    -79.053
      4.602    117.717    -94.564      2.151   -157.680      7.428    -79.050
      4.603    117.559    -94.556      2.072   -157.836      7.564    -79.047
      4.604    117.401    -94.549      1.992   -157.993      7.700    -79.044
      4.605    117.243    -94.541      1.913   -158.150      7.837    -79.041
      4.606    117.085    -94.533      1.834   -158.307      7.974    -79.037
      4.607    116.926    -94.525      1.755   -158.465      8.112    -79.034
      4.608    116.768    -94.517      1.676   -158.622      8.250    -79.030
      4.609    116.609    -94.508      1.597   -158.779      8.388    -79.026
      4.610    116.450    -94.500      1.518   -158.937      8.526    -79.022
      4.611    116.291    -94.491      1.439   -159.094      8.664    -79.018
      4.612    116.132    -94.483      1.360   -159.252      8.803    -79.014
      4.613    115.973    -94.474      1.281   -159.410      8.942    -79.010
      4.614    115.813    -94.465      1.202   -159.568      9.081    -79.005
      4.615    115.654    -94.456      1.123   -159.726      9.221    -79.001
      4.616    115.494    -94.446      1.044   -159.885      9.361    -78.996
      4.617    115.334    -94.437      0.965   -160.043      9.501    -78.991
      4.618    115.174    -94.427      0.886   -160.201      9.642    -78.986
      4.619    115.013    -94.418      0.807   -160.360      9.782    -78.981
      4.620    114.853    -94.408      0.728   -160.519      9.923    -78.976
      4.621    114.692    -94.398      0.649   -160.677     10.065    -78.971
      4.622    114.532    -94.388      0.570   -160.836     10.206    -78.965
      4.623    114.371    -94.377      0.491   -160.995     10.348    -78.959
      4.624    114.210    -94.367      0.412   -161.155     10.490    -78.954
      4.625    114.048    -94.356      0.333   -161.314     10.633    -78.948
      4.626    113.887    -94.346      0.255   -161.473     10.775    -78.941
      4.627    113.726    -94.335      0.176   -161.633     10.918    -78.935
      4.628    113.564    -94.324      0.097   -161.793     11.062    -78.928
      4.629    113.402    -94.313      0.018   -161.952     11.205    -78.922
      4.630    113.240    -94.301     -0.061   -162.112     11.349    -78.915
      4.631    113.078    -94.290     -0.140   -162.272     11.493    -78.907
      4.632    112.915    -94.278     -0.219   -162.432     11.638    -78.900
      4.633    112.753    -94.267     -0.298   -162.593     11.783    -78.893
      4.634    112.590    -94.255     -0.377   -162.753     11.928    -78.885
      4.635    112.427    -94.243     -0.456   -162.913     12.073    -78.877
      4.636    112.264    -94.231     -0.535   -163.074     12.219    -78.869
      4.637    112.101    -94.218     -0.613   -163.235     12.365    -78.861
      4.638    111.938    -94.206     -0.692   -163.395     12.511    -78.852
      4.639    111.774    -94.193     -0.771   -163.556     12.657    -78.844
      4.640    111.611    -94.181     -0.850   -163.717     12.804    -78.835
      4.641    111.447    -94.168     -0.929   -163.879     12.951    -78.826
      4.642    111.283    -94.155     -1.008   -164.040     13.099    -78.817
      4.643    111.119    -94.141     -1.086   -164.201     13.246    -78.808
      4.644    110.955    -94.128     -1.165   -164.363     13.395    -78.798
      4.645    110.790    -94.115     -1.244   -164.524     13.543    -78.789
      4.646    110.626    -94.101     -1.323   -164.686     13.692    -78.779
      4.647    110.461    -94.087     -1.402   -164.848     13.841    -78.769
      4.648    110.296    -94.073     -1.480   -165.010     13.990    -78.759
      4.649    110.131    -94.059     -1.559   -165.172     14.139    -78.749
      4.650    109.966    -94.045     -1.638   -165.334     14.289    -78.739
      4.651    109.800    -94.031     -1.717   -165.497     14.439    -78.728
      4.652    109.635    -94.016     -1.795   -165.659     14.590    -78.718
      4.653    109.469    -94.002     -1.874   -165.822     14.741    -78.707
      4.654    109.303    -93.987     -1.953   -165.985     14.892    -78.696
      4.655    109.137    -93.972     -2.031   -166.147     15.043    -78.685
      4.656    108.971    -93.957     -2.110   -166.310     15.195    -78.674
      4.657    108.804    -93.941     -2.189   -166.473     15.347    -78.663
      4.658    108.638    -93.926     -2.267   -166.637     15.500    -78.651
      4.659    108.471    -93.910     -2.346   -166.800     15.652    -78.639
      4.660    108.304    -93.895     -2.425   -166.963     15.805    -78.628
      4.661    108.137    -93.879     -2.503   -167.127     15.959    -78.616
      4.662    107.970    -93.863     -2.582   -167.290     16.112    -78.604
      4.663    107.802    -93.847     -2.661   -167.454     16.266    -78.592
      4.664    107.635    -93.830     -2.739   -167.618     16.421    -78.579
      4.665    107.467    -93.814     -2.818   -167.782     16.575    -78.567
      4.666    107.299    -93.797     -2.896   -167.946     16.730    -78.554
      4.667    107.131    -93.780     -2.975   -168.110     16.885    -78.541
      4.668    106.963    -93.763     -3.053   -168.275     17.041    -78.528
      4.669    106.795    -93.746     -3.132   -168.439     17.197    -78.515
      4.670    106.626    -93.729     -3.210   -168.604     17.353    -78.502
      4.671    106.458    -93.711     -3.289   -168.769     17.510    -78.489
      4.672    106.289    -93.694     -3.367   -168.933     17.667    -78.475
      4.673    106.120    -93.676     -3.446   -169.098     17.824    -78.461
      4.674    105.950    -93.658     -3.524   -169.263     17.982    -78.447
      4.675    105.781    -93.640     -3.603   -169.429     18.140    -78.433
      4.676    105.612    -93.622     -3.681   -169.594     18.298    -78.419
      4.677    105.442    -93.604     -3.760   -169.759     18.456    -78.405
      4.678    105.272    -93.585     -3.838   -169.925     18.615    -78.391
      4.679    105.102    -93.566     -3.916   -170.090     18.775    -78.376
      4.680    104.932    -93.548     -3.995   -170.256     18.934    -78.361
      4.681    104.762    -93.528     -4.073   -170.422     19.094    -78.346
      4.682    104.591    -93.509     -4.151   -170.588     19.255    -78.331
      4.683    104.420    -93.490     -4.230   -170.754     19.415    -78.316
      4.684    104.250    -93.470     -4.308   -170.921     19.576    -78.300
      4.685    104.079    -93.451     -4.386   -171.087     19.737    -78.285
      4.686    103.907    -93.431     -4.465   -171.253     19.899    -78.269
      4.687    103.736    -93.411     -4.543   -171.420     20.061    -78.253
      4.688    103.565    -93.391     -4.621   -171.587     20.224    -78.237
      4.689    103.393    -93.371     -4.699   -171.754     20.386    -78.221
      4.690    103.221    -93.350     -4.778   -171.921     20.549    -78.204
      4.691    103.049    -93.329     -4.856   -172.088     20.713    -78.188
      4.692    102.877    -93.309     -4.934   -172.255     20.876    -78.171
      4.693    102.705    -93.288     -5.012   -172.422     21.041    -78.154
      4.694    102.532    -93.267     -5.090   -172.590     21.205    -78.137
      4.695    102.359    -93.245     -5.168   -172.757     21.370    -78.120
      4.696    102.187    -93.224     -5.246   -172.925     21.535    -78.102
      4.697    102.014    -93.202     -5.325   -173.093     21.701    -78.085
      4.698    101.840    -93.180     -5.403   -173.261     21.867    -78.067
      4.699    101.667    -93.159     -5.481   -173.429     22.033    -78.049
      4.700    101.493    -93.136     -5.559   -173.597     22.199    -78.031
      4.701    101.320    -93.114     -5.637   -173.765     22.366    -78.013
      4.702    101.146    -93.092     -5.715   -173.933     22.534    -77.994
      4.703    100.972    -93.069     -5.793   -174.102     22.702    -77.976
      4.704    100.798    -93.046     -5.871   -174.271     22.870    -77.957
      4.705    100.623    -93.023     -5.949   -174.439     23.038    -77.938
      4.706    100.449    -93.000     -6.027   -174.608     23.207    -77.919
      4.707    100.274    -92.977     -6.104   -174.777     23.376    -77.900
      4.708    100.099    -92.953     -6.182   -174.946     23.546    -77.880
      4.709     99.924    -92.930     -6.260   -175.116     23.716    -77.861
      4.710     99.749    -92.906     -6.338   -175.285     23.886    -77.841
      4.711     99.574    -92.882     -6.416   -175.454     24.057    -77.821
      4.712     99.398    -92.858     -6.494   -175.624     24.228    -77.800
      4.713     99.222    -92.834     -6.572   -175.794     24.399    -77.780
      4.714     99.047    -92.809     -6.649   -175.963     24.571    -77.759
      4.715     98.871    -92.784     -6.727   -176.133     24.743    -77.739
      4.716     98.694    -92.760     -6.805   -176.303     24.916    -77.718
      4.717     98.518    -92.735     -6.882   -176.474     25.089    -77.697
      4.718     98.341    -92.709     -6.960   -176.644     25.262    -77.675
      4.719     98.165    -92.684     -7.038   -176.814     25.436    -77.654
      4.720     97.988    -92.659     -7.115   -176.985     25.610    -77.632
      4.721     97.811    -92.633     -7.193   -177.155     25.785    -77.610
      4.722     97.633    -92.607     -7.271   -177.326     25.960    -77.588
      4.723     97.456    -92.581     -7.348   -177.497     26.135    -77.566
      4.724     97.278    -92.555     -7.426   -177.668     26.311    -77.544
      4.725     97.101    -92.528     -7.503   -177.839     26.487    -77.521
      4.726     96.923    -92.502     -7.581   -178.010     26.663    -77.498
      4.727     96.745    -92.475     -7.658   -178.182     26.840    -77.475
      4.728     96.566    -92.448     -7.736   -178.353     27.017    -77.452
      4.729     96.388    -92.421     -7.813   -178.525     27.195    -77.428
      4.730     96.209    -92.394     -7.891   -178.696     27.373    -77.405
      4.731     96.031    -92.366     -7.968   -178.868     27.551    -77.381
      4.732     95.852    -92.339     -8.045   -179.040     27.730    -77.357
      4.733     95.672    -92.311     -8.123   -179.212     27.910    -77.333
      4.734     95.493    -92.283     -8.200   -179.384     28.089    -77.308
      4.735     95.314    -92.255     -8.277   -179.557     28.269    -77.284
      4.736     95.134    -92.226     -8.355   -179.729     28.450    -77.259
      4.737     94.954    -92.198     -8.432   -179.902     28.631    -77.234
      4.738     94.774    -92.169     -8.509   -180.074     28.812    -77.209
      4.739     94.594    -92.140     -8.586   -180.247     28.994    -77.183
      4.740     94.414    -92.111     -8.663   -180.420     29.176    -77.158
      4.741     94.233    -92.082     -8.741   -180.593     29.359    -77.132
      4.742     94.053    -92.052     -8.818   -180.766     29.542    -77.106
      4.743     93.872    -92.023     -8.895   -180.939     29.725    -77.080
      4.744     93.691    -91.993     -8.972   -181.112     29.909    -77.053
      4.745     93.510    -91.963     -9.049   -181.286     30.093    -77.026
      4.746     93.328    -91.933     -9.126   -181.459     30.278    -77.000
      4.747     93.147    -91.902     -9.203   -181.633     30.463    -76.972
      4.748     92.965    -91.872     -9.280   -181.807     30.648    -76.945
      4.749     92.783    -91.841     -9.357   -181.981     30.834    -76.918
      4.750     92.601    -91.810     -9.434   -182.155     31.021    -76.890
      4.751     92.419    -91.779     -9.511   -182.329     31.207    -76.862
      4.752     92.236    -91.748     -9.587   -182.503     31.395    -76.834
      4.753     92.054    -91.716     -9.664   -182.677     31.582    -76.805
      4.754     91.871    -91.684     -9.741   -182.852     31.770    -76.777
      4.755     91.688    -91.653     -9.818   -183.026     31.959    -76.748
      4.756     91.505    -91.621     -9.895   -183.201     32.148    -76.719
      4.757     91.322    -91.588     -9.971   -183.376     32.337    -76.689
      4.758     91.138    -91.556    -10.048   -183.551     32.527    -76.660
      4.759     90.954    -91.523    -10.125   -183.726     32.717    -76.630
      4.760     90.771    -91.490    -10.201   -183.901     32.908    -76.600
      4.761     90.587    -91.457    -10.278   -184.076     33.099    -76.570
      4.762     90.402    -91.424    -10.354   -184.252     33.291    -76.540
      4.763     90.218    -91.391    -10.431   -184.427     33.483    -76.509
      4.764     90.034    -91.357    -10.507   -184.603     33.675    -76.478
      4.765     89.849    -91.323    -10.584   -184.778     33.868    -76.447
      4.766     89.664    -91.290    -10.660   -184.954     34.062    -76.416
      4.767     89.479    -91.255    -10.737   -185.130     34.256    -76.384
      4.768     89.294    -91.221    -10.813   -185.306     34.450    -76.352
      4.769     89.108    -91.186    -10.889   -185.482     34.645    -76.320
      4.770     88.923    -91.152    -10.966   -185.658     34.840    -76.288
      4.771     88.737    -91.117    -11.042   -185.835     35.036    -76.255
      4.772     88.551    -91.082    -11.118   -186.011     35.232    -76.222
      4.773     88.365    -91.046    -11.194   -186.188     35.428    -76.189
      4.774     88.179    -91.011    -11.271   -186.364     35.626    -76.156
      4.775     87.992    -90.975    -11.347   -186.541     35.823    -76.123
      4.776     87.806    -90.939    -11.423   -186.718     36.021    -76.089
      4.777     87.619    -90.903    -11.499   -186.895     36.220    -76.055
      4.778     87.432    -90.867    -11.575   -187.072     36.419    -76.021
      4.779     87.245    -90.830    -11.651   -187.249     36.618    -75.986
      4.780     87.057    -90.793    -11.727   -187.427     36.818    -75.951
      4.781     86.870    -90.757    -11.803   -187.604     37.018    -75.916
      4.782     86.682    -90.719    -11.879   -187.782     37.219    -75.881
      4.783     86.494    -90.682    -11.955   -187.959     37.420    -75.846
      4.784     86.306    -90.645    -12.030   -188.137     37.622    -75.810
      4.785     86.118    -90.607    -12.106   -188.315     37.825    -75.774
      4.786     85.930    -90.569    -12.182   -188.493     38.027    -75.738
      4.787     85.741    -90.531    -12.258   -188.671     38.231    -75.701
      4.788     85.552    -90.492    -12.333   -188.849     38.434    -75.664
      4.789     85.363    -90.454    -12.409   -189.027     38.639    -75.627
      4.790     85.174    -90.415    -12.485   -189.206     38.843    -75.590
      4.791     84.985    -90.376    -12.560   -189.384     39.049    -75.552
      4.792     84.796    -90.337    -12.636   -189.563     39.254    -75.514
      4.793     84.606    -90.298    -12.711   -189.742     39.461    -75.476
      4.794     84.416    -90.258    -12.787   -189.920     39.667    -75.438
      4.795     84.226    -90.218    -12.862   -190.099     39.875    -75.399
      4.796     84.036    -90.178    -12.937   -190.278     40.082    -75.360
      4.797     83.845    -90.138    -13.013   -190.457     40.291    -75.321
      4.798     83.655    -90.098    -13.088   -190.636     40.499    -75.282
      4.799     83.464    -90.057    -13.163   -190.816     40.709    -75.242
      4.800     83.273    -90.016    -13.239   -190.995     40.918    -75.202
      4.801     83.082    -89.975    -13.314   -191.175     41.129    -75.161
      4.802     82.891    -89.934    -13.389   -191.354     41.339    -75.121
      4.803     82.699    -89.893    -13.464   -191.534     41.551    -75.080
      4.804     82.508    -89.851    -13.539   -191.714     41.762    -75.039
      4.805     82.316    -89.809    -13.614   -191.893     41.975    -74.997
      4.806     82.124    -89.767    -13.689   -192.073     42.188    -74.956
      4.807     81.932    -89.725    -13.764   -192.254     42.401    -74.914
      4.808     81.740    -89.682    -13.839   -192.434     42.615    -74.871
